Kevin,Person,Date,Sport,Legs,#VALUE!,End,#VALUE!,#VALUE!,#VALUE!,Barstool Boost,#VALUE!,#VALUE!,#VALUE!,#VALUE!,Kevin,No,Barstool,Self,Help,Help,,Blank,Box Score,Help,Kevin
Kevin,Person,Date,Sport,Legs,Wager,End,Payout,Description,Notes,Boost,Before,After,To Win,To Profit,Influence,Live,Sportsbook,Venmo,Sponsor,Cash Back?,,,,,
1490,Kevin,5/25/2022,NBA,1,$169.83,W,$271.73,EITHER TEAM TO WIN BY 10+ POINTS IN BOS CELTICS VS. MIA HEAT ON 5/25,Bet With Big Cat - Back Big Cat: Yes - EITHER TEAM TO WIN BY 10+ POINTS IN BOS CELTICS VS. MIA HEAT ON 5/25 (BOOSTED FROM +110),Barstool Boost,110,160,$441.56,$271.73,Kevin,No,Barstool,Self,,,,,,,
1491,Kevin,5/25/2022,MLB,3,$86.26,L,-$86.26,"EACH TEAM TO HIT A HOME RUN ON 5/25: NY YANKEES, HOU ASTROS, AND LA ANGELS","MLB Boosts - BOMBS AWAY: EACH TEAM TO HIT A HOME RUN ON 5/25: NY YANKEES, HOU ASTROS, AND LA ANGELS (WAS +170)",Barstool Boost,170,210,$267.41,$181.15,Kevin,No,Barstool,Self,,,,,,,
1492,Kevin,5/25/2022,NBA,1,$25.00,L,-$25.00,Jayson Tatum - First FG Scorer (Boston Celtics @ Miami Heat),Jayson Tatum - First FG Scorer (Boston Celtics @ Miami Heat),None,575,575,$168.75,$143.75,Kevin,No,Barstool,Self,,,,,,,
1493,Kevin,5/25/2022,NBA,2,$170.49,L,-$170.49,BOS CELTICS TO SCORE OVER 103.5 POINTS AND WIN VS. MIA HEAT,Bet With Hank - Bank Hank: Yes - BOS CELTICS TO SCORE OVER 103.5 POINTS AND WIN VS. MIA HEAT (BOOSTED FROM +150) (5/25),Barstool Boost,150,175,$468.85,$298.36,Kevin,No,Barstool,Self,,,,,,,
1494,,,,,,,,,,,,,,,,,,,,,,,,,
1495,Kevin,5/26/2022,NBA,1,$50.00,L,-$50.00,Barkley NBA Boost - Stephen Curry and Luka Doncic to Make 8+ Combined Threes (5/26),Barkley NBA Boost - Stephen Curry and Luka Doncic to Make 8+ Combined Threes (5/26),FreeBet;FD Boost,-110,130,$65.00,$65.00,Kevin,No,Fan Duel,Self,,,,,,,
1496,Kevin,5/26/2022,MLB,1,$50.00,L,-$50.00,Tampa Bay Rays +1.5 (Tampa Bay Rays @ altimore Orioles),Tampa Bay Rays +1.5 (Tampa Bay Rays @ altimore Orioles),Boost-AnyBet-MLB,-195,-152,$83.33,$33.33,Kevin,Yes,DK,Self,,,1 out in top 1st,,,,
1497,Kevin,5/26/2022,MLB,3,$168.77,L,-$168.77,"JUAN SOTO, C.J. CRON, AND JED LOWRIE ALL TO RECORD A HIT ON 5/26","Hit Parade - Back Rico, Carl, and Big Ev: Yes - JUAN SOTO, C.J. CRON, AND JED LOWRIE ALL TO RECORD A HIT ON 5/26 (BOOSTED FROM +190)",Barstool Boost,190,225,$548.50,$379.73,Kevin,No,Barstool,Self,,,,,,,
1498,Kevin,5/26/2022,MLB,3,$171.15,L,-$171.15,"EACH PITCHER TO THROW A STRIKEOUT IN THE FIRST INNING ON 5/26: NESTOR CORTES, SHOHEI OHTANI, AND FRANKIE MONTAS","Hank's Punch Out Parlay - Back Hank: Yes - EACH PITCHER TO THROW A STRIKEOUT IN THE FIRST INNING ON 5/26: NESTOR CORTES, SHOHEI OHTANI, AND FRANKIE MONTAS (BOOSTED FROM +100)",Barstool Boost,100,125,$385.09,$213.94,Kevin,No,Barstool,Self,,,,,,,
1499,Kevin,5/26/2022,NHL,1,$554.00,W,$565.08,Edmonton Oilers - Over 3 Team Total Goals (Edmonton Oilers @ Calgary Flames),Edmonton Oilers - Over 3 Team Total Goals (Edmonton Oilers @ Calgary Flames),None,102,102,"$1,119.08",$565.08,MarkInPhilly,No,Barstool,Self,,,,,,,
1500,Kevin,5/26/2022,NHL,1,"$1,000.00",W,$980.00,Edmonton Oilers - Over 3 Team Total Goals (Edmonton Oilers @ Calgary Flames),Edmonton Oilers - Over 3 Team Total Goals (Edmonton Oilers @ Calgary Flames),None,-103,-103,"$1,980.00",$980.00,MarkInPhilly,No,Barstool,Self,,,,,,,
1501,,,,,,,,,,,,,,,,,,,,,,,,,
1502,Kevin,5/27/2022,NBA,3,$50.00,W,$90.00,"NBA Happy Hour Boost - Jayson Tatum, Jaylen Brown, and Jimmy Butler to Each Score 20+ Points (5/27)","NBA Happy Hour Boost - Jayson Tatum, Jaylen Brown, and Jimmy Butler to Each Score 20+ Points (5/27)",FreeBet;FD Boost,105,180,$90.00,$90.00,Kevin,No,Fan Duel,Self,,,,,,,
1503,Kevin,5/27/2022,MLB,1,$32.00,W,$26.23,NRFI - San Francisco Giants @ Cincinnati Reds,NRFI - San Francisco Giants @ Cincinnati Reds,None,-122,-122,$58.23,$26.23,Kevin,No,Fan Duel,Self,,,,,,,
1504,Kevin,5/27/2022,Soccer,1,$5.00,L,-$5.00,PMI Super Boost - Liverpool to Win the Champions League Final v Real Madrid (5/28),PMI Super Boost - Liverpool to Win the Champions League Final v Real Madrid (5/28),FD Boost,-175,100,$10.00,$5.00,Kevin,No,Fan Duel,Self,,,,,,,
1505,Kevin,5/27/2022,NBA,1,$50.00,W,$52.08,Bam Adebayo - Under 16.5 Player Points (Miami Heat @ Boston Celtics),Bam Adebayo - Under 16.5 Player Points (Miami Heat @ Boston Celtics),Boost-AnyBet-NBA,-120,104,$102.08,$52.08,Kevin,No,DK,Self,,,,,,,
1506,Kevin,5/27/2022,NBA,1,$50.00,W,$54.34,Jayson Tatum - Over 27.5 Player Points (Miami Heat @ Boston Celtics),Jayson Tatum - Over 27.5 Player Points (Miami Heat @ Boston Celtics),Boost-AnyBet-NBA,-115,108,$104.34,$54.34,Kevin,No,Barstool,Self,,,,,,,
1507,Kevin,5/27/2022,MLB,1,$178.28,L,-$178.28,Crosstown Classic - OVER 3.5 TOTAL HOME RUNS IN CHI CUBS VS. CHI WHITE SOX SERIES (5/28-5/29),Crosstown Classic - OVER 3.5 TOTAL HOME RUNS IN CHI CUBS VS. CHI WHITE SOX SERIES (5/28-5/29),Barstool Boost,-167,-167,$285.25,$106.97,Kevin,No,Barstool,Self,,,,,,,
1508,Kevin,5/27/2022,MLB,5,$173.59,W,$182.27,"NY YANKEES +4.5 (VS. TB RAYS), ATL BRAVES +4.5 (VS. MIA MARLINS), STL CARDINALS +4.5 (VS. MIL BREWERS), LA ANGELS +4.5 (VS. TOR BLUE JAYS), AND OAK ATHLETICS +4.5 (VS. TEX RANGERS)","Big Cat's 5 Within 5 - Back Big Cat: Yes - NY YANKEES +4.5 (VS. TB RAYS), ATL BRAVES +4.5 (VS. MIA MARLINS), STL CARDINALS +4.5 (VS. MIL BREWERS), LA ANGELS +4.5 (VS. TOR BLUE JAYS), AND OAK ATHLETICS +4.5 (VS. TEX RANGERS) (BOOSTED FROM -125) (5/27)",Barstool Boost,-125,105,$355.86,$182.27,Kevin,No,Barstool,Self,,,,,,,
1509,Kevin,5/27/2022,NBA,1,"$2,000.00",W,"$1,820.00",Over 201.5 Total Points (Miami Heat @ Boston Celtics),Over 201.5 Total Points (Miami Heat @ Boston Celtics),None,-110,-110,"$3,820.00","$1,820.00",Kevin,No,Barstool,Self,,,,,,,
1510,Kevin,5/27/2022,MLB,1,$85.77,L,-$85.77,"EACH TEAM TO HIT A HOME RUN ON 5/27: LA ANGELS, HOU ASTROS, AND LA DODGERS","MLB Boosts - BOMBS AWAY: EACH TEAM TO HIT A HOME RUN ON 5/27: LA ANGELS, HOU ASTROS, AND LA DODGERS (WAS +190)",Barstool Boost,190,225,$278.75,$192.98,Kevin,No,Barstool,Self,,,,,,,
1511,Kevin,5/27/2022,NBA,1,$600.00,W,$540.00,Over 202 Total Points (Miami Heat @ Boston Celtics),Over 202 Total Points (Miami Heat @ Boston Celtics),None,-112,-112,"$1,140.00",$540.00,Kevin,No,Barstool,Self,,,Need 46 points in this final quarter,,,,
1512,Kevin,5/27/2022,NBA,1,$60.00,W,$54.60,Over 201.5 Total Points (Miami Heat @ Boston Celtics),Over 201.5 Total Points (Miami Heat @ Boston Celtics),None,-110,-110,$114.60,$54.60,Kevin,No,Barstool,Self,,,,,,,
1513,,,,,,,,,,,,,,,,,,,,,,,,,
1514,Kevin,5/28/2022,NHL,1,$135.00,W,$100.00,Carolina Hurricanes - Over 1.5 Team Total Goals (Carolina Hurricanes @ New York Rangers),Carolina Hurricanes - Over 1.5 Team Total Goals (Carolina Hurricanes @ New York Rangers),None,-135,-135,$235.00,$100.00,Kevin,Yes,Fan Duel,Self,,,End of 1st period,,,,
1515,Kevin,5/28/2022,MLB,1,$250.00,W,$297.61,St. Louis Cardinals ML (Milwaukee Brewers @ St. Louis Cardinals),St. Louis Cardinals ML (Milwaukee Brewers @ St. Louis Cardinals),Boost-AnyBet-MLB,-105,119,$547.61,$297.61,Kevin,No,DK,Self,,,,,,,
1516,Kevin,5/28/2022,MLB,1,$250.00,W,$260.41,New York Mets ML (Philadelphia Phillies @ New York Mets),New York Mets ML (Philadelphia Phillies @ New York Mets),Boost-AnyBet-MLB,-120,104,$510.41,$260.41,Kevin,No,DK,Self,,,,,,,
1517,Kevin,5/28/2022,MLB,1,$250.00,L,-$250.00,Los Angeles Angels ML (Toronto Blue Jays @ Los Angeles Angels),Los Angeles Angels ML (Toronto Blue Jays @ Los Angeles Angels),Boost-AnyBet-MLB,-110,113,$534.09,$284.09,Kevin,No,DK,Self,,,,,,,
1518,Kevin,5/28/2022,MLB,1,$100.00,W,$113.63,Pittsburgh Pirates +1.5 (Pittsburgh Pirates @ San Diego Padres),Pittsburgh Pirates +1.5 (Pittsburgh Pirates @ San Diego Padres),Boost-AnyBet-MLB,-110,113,$213.63,$113.63,Kevin,Yes,DK,Self,,,Middle 2nd inning,,,,
1519,Kevin,5/28/2022,NHL,1,"$2,000.00",W,"$1,400.00",Over 5 Total Goals (Carolina Hurricanes @ New York Rangers),Over 5 Total Goals (Carolina Hurricanes @ New York Rangers),None,-143,-143,"$3,400.00","$1,400.00",Kevin,No,Barstool,Self,,,,,,,
1520,Kevin,5/28/2022,NHL,1,"$1,500.00",W,"$1,095.00",Over 5 Total Goals (Carolina Hurricanes @ New York Rangers),Over 5 Total Goals (Carolina Hurricanes @ New York Rangers),None,-137,-137,"$2,595.00","$1,095.00",Kevin,No,Barstool,Self,,,,,,,
1521,Kevin,5/28/2022,MLB,3,$84.64,L,-$84.64,"LA ANGELS, HOU ASTROS, AND SD PADRES ALL TO SCORE 3+ RUNS ON 5/28","MLB Boosts - LA ANGELS, HOU ASTROS, AND SD PADRES ALL TO SCORE 3+ RUNS ON 5/28 (WAS +160)",Barstool Boost,160,190,$245.46,$160.82,Kevin,No,Barstool,Self,,,,,,,
1522,Kevin,5/28/2022,NHL,1,"$1,000.00",W,$700.00,Over 5 Total Goals (Carolina Hurricanes @ New York Rangers),Over 5 Total Goals (Carolina Hurricanes @ New York Rangers),None,-143,-143,"$1,700.00",$700.00,Kevin,No,Barstool,Self,,,,,,,
1523,Kevin,5/28/2022,NHL,1,$750.00,W,$525.00,Over 5 Total Goals (Carolina Hurricanes @ New York Rangers),Over 5 Total Goals (Carolina Hurricanes @ New York Rangers),None,-143,-143,"$1,275.00",$525.00,Kevin,No,Barstool,Self,,,,,,,
1524,,,,,,,,,,,,,,,,,,,,,,,,,
1525,Kevin,5/29/2022,NBA,1,$50.00,W,$85.00,Jayson Tatum and Jimmy Butler to Combine for 60+ Points (5/29),Jayson Tatum and Jimmy Butler to Combine for 60+ Points (5/29),FD Boost,120,170,$135.00,$85.00,Kevin,No,Fan Duel,Self,,,,,,,
1526,Kevin,5/29/2022,MLB,1,$193.00,W,$193.00,Over 9 Total Runs (Texas Rangers @ Oakland Athletics),Over 9 Total Runs (Texas Rangers @ Oakland Athletics),None,100,100,$386.00,$193.00,Kevin,Yes,Fan Duel,Self,,,"Middle of 7th inning, 4-3 Rangers. Need 1 run from A's (3 innings) or 2 runs from Rangers (2 innings) for a push",,,,
1527,Kevin,5/29/2022,MLB,1,$250.00,W,$284.09,Over 8 Total Runs (Miami Marlins @ Atlanta Braves),Over 8 Total Runs (Miami Marlins @ Atlanta Braves),Boost-AnyBet-MLB,-110,113,$534.09,$284.09,Kevin,No,DK,Self,,,,,,,
1528,Kevin,5/29/2022,MLB,1,$250.00,W,$284.09,Over 8 Total Runs (Miami Marlins @ Atlanta Braves),Over 8 Total Runs (Miami Marlins @ Atlanta Braves),Boost-AnyBet-MLB,-110,113,$534.09,$284.09,Kevin,No,DK,Self,,,,,,,
1529,Kevin,5/29/2022,NBA,2,$50.00,W,$75.00,J. Tatum and J. Butler: 25+ Pts Each,J. Tatum and J. Butler: 25+ Pts Each,DK Special Promo,-125,150,$125.00,$75.00,Kevin,No,DK,Self,,,,,,,
1530,Kevin,5/29/2022,MLB,1,$250.00,W,$312.50,Over 7.5 Total Runs (Texas Rangers @ Oakland Athletics),Over 7.5 Total Runs (Texas Rangers @ Oakland Athletics),Boost-AnyBet-MLB,100,125,$562.50,$312.50,Kevin,No,DK,Self,,,,,,,
1531,Kevin,5/29/2022,MLB,1,$100.00,L,-$100.00,Ball/Hit by Pitch - Tony Kemp - 5th Plate Appearance  - 8th Inning - 1st Pitch (Texas Rangers @ Oakland Athletics),Ball/Hit by Pitch - Tony Kemp - 5th Plate Appearance  - 8th Inning - 1st Pitch (Texas Rangers @ Oakland Athletics),None,120,120,$220.00,$120.00,Kevin,Yes,DK,Self,,,Bottom of 8th,,,,
1532,Kevin,5/29/2022,MLB,1,$100.00,W,$110.00,Ball/Hit by Pitch - Jed Lowrie - 5th Plate Appearance  - 8th Inning - 1st Pitch (Texas Rangers @ Oakland Athletics),Ball/Hit by Pitch - Jed Lowrie - 5th Plate Appearance  - 8th Inning - 1st Pitch (Texas Rangers @ Oakland Athletics),None,110,110,$210.00,$110.00,Kevin,Yes,DK,Self,,,Bottom of 8th,,,,
1533,Kevin,5/29/2022,NBA,1,"$4,000.00",W,"$3,680.00",Over 195.5 Total Points (Boston Celtics @ Miami Heat),Over 195.5 Total Points (Boston Celtics @ Miami Heat),None,-109,-109,"$7,680.00","$3,680.00",Kevin,No,Barstool,Self,,,,,,,
1534,Kevin,5/29/2022,MLB,5,$172.48,L,-$172.48,"COL ROCKIES +4.5 (VS. WAS NATIONALS), NY YANKEES +4.5 (VS. TB RAYS), CHI CUBS +4.5 (VS. CHI WHITE SOX), STL CARDINALS +4.5 (VS. MIL BREWERS), AND TOR BLUE JAYS +4.5 (VS. LA ANGELS)","Big Cat's 5 Within 5 - Back Big Cat: Yes - COL ROCKIES +4.5 (VS. WAS NATIONALS), NY YANKEES +4.5 (VS. TB RAYS), CHI CUBS +4.5 (VS. CHI WHITE SOX), STL CARDINALS +4.5 (VS. MIL BREWERS), AND TOR BLUE JAYS +4.5 (VS. LA ANGELS) (BOOSTED FROM -115) (5/29)",Barstool Boost,-115,115,$370.83,$198.35,Kevin,No,Barstool,Self,,,,,,,
1535,Kevin,5/29/2022,MLB,3,$84.03,W,-$84.03,"EACH TEAM TO HIT A HOME RUN ON 5/29: LA ANGELS, LA DODGERS, AND PHI PHILLIES","MLB Boosts - BOMBS AWAY: EACH TEAM TO HIT A HOME RUN ON 5/29: LA ANGELS, LA DODGERS, AND PHI PHILLIES (WAS +150)",Barstool Boost,150,185,$239.49,$155.46,Kevin,No,Barstool,Self,,,,,,,
1536,Kevin,5/29/2022,MLB,2,$170.29,L,-$170.29,BRYCE HARPER TO RECORD A HIT AND PHI PHILLIES TO WIN VS. NY METS,KFC vs. Smitty - Back Smitty: Yes - BRYCE HARPER TO RECORD A HIT AND PHI PHILLIES TO WIN VS. NY METS (BOOSTED FROM +150) (5/29),Barstool Boost,150,170,$459.78,$289.49,Kevin,No,Barstool,Self,,,,,,,
1537,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Kevin,5/30/2022,MLB,1,$250.00,W,$250.00,Over 8.5 Total Runs (San Francisco Giants @ Philadelphia Phillies),Over 8.5 Total Runs (San Francisco Giants @ Philadelphia Phillies),Boost-AnyBet-MLB,-125,100,$500.00,$250.00,Kevin,No,DK,Self,,,,,,,
1539,Kevin,5/30/2022,MLB,1,$250.00,W,$260.41,Over 9.5 Total Runs (Kansas City Royals @ Cleveland Guardians),Over 9.5 Total Runs (Kansas City Royals @ Cleveland Guardians),Boost-AnyBet-MLB,-120,104,$510.41,$260.41,Kevin,No,DK,Self,,,,,,,
1540,Kevin,5/30/2022,MLB,1,$250.00,W,$250.00,Over 8.5 Total Runs (San Francisco Giants @ Philadelphia Phillies),Over 8.5 Total Runs (San Francisco Giants @ Philadelphia Phillies),Boost-AnyBet-MLB,-125,100,$500.00,$250.00,Kevin,No,DK,Self,,,,,,,
1541,Kevin,5/30/2022,MLB,1,$250.00,W,$260.41,Over 9.5 Total Runs (Kansas City Royals @ Cleveland Guardians),Over 9.5 Total Runs (Kansas City Royals @ Cleveland Guardians),Boost-AnyBet-MLB,-120,104,$510.41,$260.41,Kevin,No,DK,Self,,,,,,,
1542,Kevin,5/30/2022,MLB,1,$250.00,W,$267.85,Over 5 Total Goals (New York Rangers @ Carolina Hurricanes),Over 5 Total Goals (New York Rangers @ Carolina Hurricanes),VIPBoost-Any-Any,-140,107,$517.85,$267.85,Kevin,No,DK,Self,,,,,,,
1543,Kevin,5/30/2022,MLB,1,$393.00,W,$280.71,Over 5 Total Goals (New York Rangers @ Carolina Hurricanes),Over 5 Total Goals (New York Rangers @ Carolina Hurricanes),None,-140,-140,$673.71,$280.71,Kevin,No,DK,Self,,,,,,,
1544,,,,,,,,,,,,,,,,,,,,,,,,,
1545,Kevin,5/30/2022,NHL,1,"$2,000.00",W,"$1,360.00",Over 5 Total Goals (New York Rangers @ Carolina Hurricanes),Over 5 Total Goals (New York Rangers @ Carolina Hurricanes),None,-148,-148,"$3,360.00","$1,360.00",Kevin,No,Barstool,Self,,,,,,,
1546,Kevin,5/30/2022,MLB,5,$174.91,L,-$174.91,"PHI PHILLIES +4.5 (VS. SF GIANTS), CLE GUARDIANS +4.5 (VS. KC ROYALS), BOS RED SOX +4.5 (VS. BAL ORIOLES), TEX RANGERS +4.5 (VS. TB RAYS), AND ARI DIAMONDBACKS +4.5 (VS. ATL BRAVES)","Big Cat's 5 Within 5 - Back Big Cat: Yes - PHI PHILLIES +4.5 (VS. SF GIANTS), CLE GUARDIANS +4.5 (VS. KC ROYALS), BOS RED SOX +4.5 (VS. BAL ORIOLES), TEX RANGERS +4.5 (VS. TB RAYS), AND ARI DIAMONDBACKS +4.5 (VS. ATL BRAVES) (BOOSTED FROM -110) (5/30)",Barstool Boost,-110,120,$384.80,$209.89,Kevin,No,Barstool,Self,,,,,,,
1547,Kevin,5/30/2022,NHL,1,"$2,000.00",W,"$1,420.00",Over 5 Total Goals (New York Rangers @ Carolina Hurricanes),Over 5 Total Goals (New York Rangers @ Carolina Hurricanes),None,-141,-141,"$3,420.00","$1,420.00",Kevin,No,Barstool,Self,,,,,,,
1548,Kevin,5/30/2022,NHL,1,"$1,000.00",W,$700.00,Over 5 Total Goals (New York Rangers @ Carolina Hurricanes),Over 5 Total Goals (New York Rangers @ Carolina Hurricanes),None,-143,-143,"$1,700.00",$700.00,Kevin,No,Barstool,Self,,,,,,,
1549,Kevin,5/30/2022,NHL,1,"$1,000.00",W,$700.00,Over 5 Total Goals (New York Rangers @ Carolina Hurricanes),Over 5 Total Goals (New York Rangers @ Carolina Hurricanes),None,-143,-143,"$1,700.00",$700.00,Kevin,No,Barstool,Self,,,,,,,
1550,Kevin,5/30/2022,NHL,1,"$2,000.00",W,"$1,400.00",Over 5 Total Goals (New York Rangers @ Carolina Hurricanes),Over 5 Total Goals (New York Rangers @ Carolina Hurricanes),None,-141,-141,"$3,400.00","$1,400.00",Kevin,No,Barstool,Self,,,,,,,
1551,Kevin,5/30/2022,NHL,1,$393.00,W,"$1,400.00",Over 5 Total Goals (New York Rangers @ Carolina Hurricanes),Over 5 Total Goals (New York Rangers @ Carolina Hurricanes),None,-141,-141,$572.85,"$1,400.00",Kevin,No,Barstool,Self,,,,,,,
1552,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Kevin,5/31/2022,MLB,1,$25.00,L,-$25.00,Byron Buxton - Anytime HR (Minnesota Twins @ Detroit Tigers),Byron Buxton - Anytime HR (Minnesota Twins @ Detroit Tigers),None,290,290,$97.50,$72.50,Kevin,No,Fan Duel,Self,,,,,,,
1554,Kevin,5/31/2022,MLB,1,$25.00,L,-$25.00,Jose Ramirez - Anytime HR (Kansas City Royals @ Cleveland Guardians),Jose Ramirez - Anytime HR (Kansas City Royals @ Cleveland Guardians),None,280,280,$95.00,$70.00,Kevin,No,Fan Duel,Self,,,,,,,
1555,Kevin,5/31/2022,MLB,1,$25.00,VOID,$0.00,Darin Ruf - Anytime HR (San Francisco Giants @ Philadelphia Phillies),Darin Ruf - Anytime HR (San Francisco Giants @ Philadelphia Phillies),None,350,350,$112.50,$87.50,Kevin,No,Fan Duel,Self,,,,,,,
1556,Kevin,5/31/2022,MLB,1,$25.00,L,-$25.00,Mike Trout - Anytime HR (Los Angeles Angels @ New York Yankees),Mike Trout - Anytime HR (Los Angeles Angels @ New York Yankees),None,350,350,$112.50,$87.50,Kevin,No,Fan Duel,Self,,,,,,,
1557,Kevin,5/31/2022,MLB,1,$25.00,L,-$25.00,Vladimir Guerrero Jr. - Anytime HR (Chicago White Sox @ Toronto Blue Jays),Vladimir Guerrero Jr. - Anytime HR (Chicago White Sox @ Toronto Blue Jays),None,330,330,$107.50,$82.50,Kevin,No,Fan Duel,Self,,,,,,,
1558,Kevin,5/31/2022,MLB,1,$25.00,L,-$25.00,Pete Alonso - Anytime HR (Washington Nationals @ New York Mets),Pete Alonso - Anytime HR (Washington Nationals @ New York Mets),None,310,310,$102.50,$77.50,Kevin,No,Fan Duel,Self,,,,,,,
1559,Kevin,5/31/2022,MLB,1,$25.00,L,-$25.00,Byron Buxton - Anytime HR (Minnesota Twins @ Detroit Tigers),Byron Buxton - Anytime HR (Minnesota Twins @ Detroit Tigers),None,360,360,$115.00,$90.00,Kevin,No,Fan Duel,Self,,,,,,,
1560,Kevin,5/31/2022,MLB,1,$25.00,L,-$25.00,Joey Votto - Anytime HR (Cincinnati Reds @ Boston Red Sox),Joey Votto - Anytime HR (Cincinnati Reds @ Boston Red Sox),None,460,460,$140.00,$115.00,Kevin,No,Fan Duel,Self,,,,,,,
1561,Kevin,5/31/2022,MLB,1,$25.00,L,-$25.00,Tommy Edman - Anytime HR (San Diego Padres @ St. Louis Cardinals),Tommy Edman - Anytime HR (San Diego Padres @ St. Louis Cardinals),None,810,810,$227.50,$202.50,Kevin,No,Fan Duel,Self,,,,,,,
1562,Kevin,5/31/2022,MLB,1,$25.00,L,-$25.00,Luis Urias - Anytime HR (Milwaukee Brewers @ Chicago Cubs),Luis Urias - Anytime HR (Milwaukee Brewers @ Chicago Cubs),None,480,480,$145.00,$120.00,Kevin,No,Fan Duel,Self,,,,,,,
1563,Kevin,5/31/2022,MLB,1,$25.00,L,-$25.00,Mitch Garver - Anytime HR (Tampa Bay Rays @ Texas Rangers),Mitch Garver - Anytime HR (Tampa Bay Rays @ Texas Rangers),None,350,350,$112.50,$87.50,Kevin,No,Fan Duel,Self,,,,,,,
1564,Kevin,5/31/2022,MLB,1,$25.00,VOID,$0.00,Ryan McMahon - Anytime HR (Miami Marlins @ Colorado Rockies),Ryan McMahon - Anytime HR (Miami Marlins @ Colorado Rockies),None,750,750,$212.50,$187.50,Kevin,No,Fan Duel,Self,,,,,,,
1565,Kevin,5/31/2022,MLB,1,$25.00,W,$87.50,Matt Olson - Anytime HR (Atlanta Braves @ Arizona Diamondbacks),Matt Olson - Anytime HR (Atlanta Braves @ Arizona Diamondbacks),None,350,350,$112.50,$87.50,Kevin,No,Fan Duel,Self,,,,,,,
1566,Kevin,5/31/2022,MLB,1,$25.00,L,-$25.00,Seth Brown - Anytime HR (Houston Astros @ Oakland Athletics),Seth Brown - Anytime HR (Houston Astros @ Oakland Athletics),None,500,500,$150.00,$125.00,Kevin,No,Fan Duel,Self,,,,,,,
1567,Kevin,5/31/2022,MLB,1,$25.00,L,-$25.00,Kevin Pillar - Anytime HR (Pittsburgh Pirates @ Los Angeles Dodgers),Kevin Pillar - Anytime HR (Pittsburgh Pirates @ Los Angeles Dodgers),None,870,870,$242.50,$217.50,Kevin,No,Fan Duel,Self,,,,,,,
1568,Kevin,5/31/2022,MLB,2,$50.00,L,-$50.00,Lucas Giolito to Throw 5+ Strikeouts and Vladimir Guerrero Jr. to Record 1+ Hits (5/31),Lucas Giolito to Throw 5+ Strikeouts and Vladimir Guerrero Jr. to Record 1+ Hits (5/31),FD Boost,-135,120,$110.00,$60.00,Kevin,No,Fan Duel,Self,,,,,,,
1569,Kevin,5/31/2022,NBA,1,$500.00,W,$312.50,Golden State Warriors ML (Boston Celtics @ Golden State Warriors),Golden State Warriors ML (Boston Celtics @ Golden State Warriors),None,-160,-160,$812.50,$312.50,Kevin,No,DK,Self,,,,,,,
1570,Kevin,5/31/2022,MLB,3,$168.34,L,-$168.34,"AARON JUDGE, STARLING MARTE, AND MOOKIE BETTS ALL TO RECORD A HIT ON 5/31","Hit Parade - Back Rico, Carl, and Big Ev: Yes - AARON JUDGE, STARLING MARTE, AND MOOKIE BETTS ALL TO RECORD A HIT ON 5/31 (BOOSTED FROM +145)",Barstool Boost,175,175,$462.94,$294.60,Kevin,No,Barstool,Self,,,,,,,
1571,Kevin,5/31/2022,MLB,3,$85.70,L,-$85.70,"LA ANGELS, BOS RED SOX, AND LA DODGERS ALL TO SCORE 3+ RUNS ON 5/31","MLB Boosts - LA ANGELS, BOS RED SOX, AND LA DODGERS ALL TO SCORE 3+ RUNS ON 5/31 (WAS +125)",Barstool Boost,150,150,$214.25,$128.55,Kevin,No,Barstool,Self,,,,,,,
1572,Kevin,5/31/2022,MLB,3,$87.65,,-$87.65,"JON RAHM, JORDAN SPIETH, AND WILL ZALATORIS ALL TO MAKE THE CUT AT THE 2022 MEMORIAL TOURNAMENT","Golf Boosts - JON RAHM, JORDAN SPIETH, AND WILL ZALATORIS ALL TO MAKE THE CUT AT THE 2022 MEMORIAL TOURNAMENT (WAS -120)",Barstool Boost,-120,110,$184.07,$96.42,Kevin,No,Barstool,Self,,,,,,,
1573,Kevin,5/31/2022,NHL,1,$100.00,W,$104.00,Over 3 - TOTAL GOALS BY EDM OILERS - INCLUDING OVERTIME (EDM Oilers @ COL Avalanche),,None,104,104,$204.00,$104.00,Kevin,No,Barstool,Self,,,,,,,
1574,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Kevin,6/1/2022,NHL,1,$25.00,L,-$25.00,Under 0.5 Total Goals - First 10 Minutes (Tampa Bay Lightning @ New York Rangers),Under 0.5 Total Goals - First 10 Minutes (Tampa Bay Lightning @ New York Rangers),DK Special Promo,100,150,$62.50,$37.50,Kevin,No,DK,Self,,,,,,,
